ID,iNSC_1,iNSC_2,iNSC_3,HNF_1,HNF_2,HNF_3,WT-NSC_1,WT-NSC_2,WT-NSC_3
LPCAT3,362.056,350.646,302.986,408.806,284.668,228.782,290.236,367.869,334.34
LPCAT4,215.982,96.273,242.389,515.309,180.169,116.471,205.906,215.488,211.215
LPGAT1,882.708,1173.82,946.831,470.25,777.131,781.186,827.138,666.474,770.784
LPHN1,213.895,121.887,331.12,148.284,74.4701,34.1093,417.434,691.101,601.612
LPHN2,860.797,1049.29,959.816,83.5635,379.557,53.2438,669.721,617.22,583.593
LPHN3,1764.37,2195.73,1991.05,1,1,1,402.676,430.976,458.466
LPIN1,748.11,736.621,781.271,737.325,902.049,342.757,787.081,854.257,786.8
LPIN2,319.277,360.361,356.008,300.665,467.24,416.799,418.839,537.181,526.535
LPIN3,35.4753,20.3145,22.7239,480.081,559.727,111.479,62.5448,86.1953,104.106
LPL,308.843,385.975,428.509,1,1,1,28.11,53.872,14.0142
LPP,900.445,1245.37,1082.09,367.843,2183.65,1001.65,2238.96,1703.9,1906.94
LPP-AS2,44.8658,49.4614,63.8434,25.3968,24.0226,14.1429,21.7853,18.4704,31.0315
LPPR2,148.161,89.2071,149.329,825.804,631.794,316.135,382.999,537.181,425.433
LPPR3,7.30373,1,1.08209,2.45775,3.60339,2.4958,12.6495,12.3136,13.0132
LPPR4,36.5186,57.4105,67.0897,155.658,565.732,964.211,187.634,229.341,170.173
LPPR5,19.8244,17.6648,23.806,1,1,1,15.4605,18.4704,11.0112
LPXN,36.5186,39.7457,33.5449,435.022,329.11,953.396,55.5173,46.176,38.0387
LRAT,84.5146,81.258,107.127,1,1,1,9.83851,9.23521,14.0142
LRBA,683.42,932.7,721.755,107.322,200.589,291.177,495.439,558.73,520.529
LRCH1,147.118,182.83,162.314,98.3101,184.974,295.336,160.93,149.303,133.135
LRCH2,95.9919,114.821,110.373,40.1433,110.504,360.227,203.798,181.626,215.219
LRCH3,173.203,233.175,212.09,14.7465,175.365,138.101,92.7631,90.8129,132.134
LRCH4,202.418,59.177,190.448,160.573,54.0508,86.5211,147.578,215.488,176.179
LRFN1,1.04339,2.64972,2.16418,12.2888,25.2237,1,2.811,4.6176,4.00407
LRFN3,49.0393,47.6949,60.5972,38.5048,141.733,58.2354,70.2751,89.2737,95.0967
LRFN4,39.6488,10.5989,96.3062,87.6598,198.186,18.3025,72.3833,83.1169,61.0621
LRFN5,1.04339,1,1,2.45775,12.0113,1,34.4348,38.48,16.0163
LRIF1,124.163,201.378,123.359,94.2138,151.342,575.698,194.662,144.685,259.264
LRIG1,3450.49,2711.54,3577.4,222.017,305.087,141.429,1103.32,1720.83,1126.14
LRIG2,132.511,186.363,128.769,27.0353,76.8723,89.0169,116.657,103.126,127.129
LRIG3,749.154,769.301,607.054,132.719,593.358,315.303,235.422,203.175,196.199
LRP1,2456.14,1331.92,3632.58,7079.96,6075.31,4455,4236.88,10839.1,7168.29
LRP10,1650.64,915.035,2172.84,3619.45,1494.21,1916.78,1404.1,2301.11,1941.97
LRP11,289.019,294.118,275.934,674.243,911.658,237.101,157.416,152.381,110.112
LRP12,262.934,347.996,269.441,93.3945,439.614,546.58,473.654,383.261,426.434
LRP1B,175.289,162.516,185.038,4.9155,9.60904,4.15967,226.286,310.919,259.264
LRP2,36.5186,27.3804,58.433,1,4.80452,4.9916,7.02751,23.088,8.00814
LRP2BP,7.30373,9.71563,8.65674,12.2888,16.8158,2.4958,33.0293,26.1664,29.0295
LRP3,16.6942,13.2486,49.7762,198.259,150.141,59.0673,124.387,178.547,150.153
LRP4,495.61,476.949,450.15,60.6245,118.912,26.6219,1487.72,1860.89,1558.58
LRP5,311.974,112.171,677.39,90.9368,44.4418,35.7731,378.08,777.297,580.59
LRP5L,46.9525,13.2486,20.5598,41.7818,4.80452,9.9832,17.5688,21.5488,36.0366
LRP6,723.069,977.745,893.808,117.972,414.39,496.664,832.057,826.551,839.854
LRP8,1948.01,1884.83,2072.21,135.176,243.829,55.7396,633.881,666.474,584.594
LRPAP1,570.734,376.26,766.121,1722.06,678.638,533.269,804.65,982.01,922.938
LRPPRC,1002.7,1223.29,994.443,814.335,1489.4,1615.62,1192.57,946.609,1156.18
LRR1,90.7749,83.9077,74.6644,131.899,146.538,153.908,75.8971,63.1072,68.0692
LRRC1,38.6054,51.2278,28.1344,49.155,30.0282,72.3782,81.5191,69.264,61.0621
LRRC10B,1,1,1,1,1,1,13.3523,66.1856,7.00712
LRRC14,200.331,117.471,246.717,169.585,88.8836,133.109,196.067,270.899,247.251
LRRC15,44.8658,45.9284,36.7911,553.813,297.88,43.2605,71.6806,75.4209,48.0489
LRRC16A,83.4712,106.872,117.948,77.0095,204.192,155.572,251.585,289.37,197.2
LRRC16B,9.39051,3.53295,7.57465,1,1,1,15.4605,32.3232,15.0153
LRRC17,249.37,265.855,213.172,25.3968,39.6373,46.5883,1629.68,1098.99,1253.27
LRRC19,1,5.29943,1.08209,1.6385,46.8441,1,1.4055,1,1
LRRC2,3.13017,6.18267,4.32837,39.324,186.175,68.2186,20.3798,23.088,23.0234
LRRC20,82.4278,59.177,86.5674,180.235,139.331,103.16,96.9796,104.666,78.0794
LRRC23,92.8617,69.7759,75.7465,131.899,74.4701,41.5967,31.6238,33.8624,28.0285
LRRC27,210.765,200.495,178.545,176.139,157.348,55.7396,171.471,149.303,181.184
LRRC28,60.5166,89.2071,70.336,200.716,91.2859,106.488,61.8421,72.3425,79.0804
LRRC29,8.34712,5.29943,12.9851,18.8428,14.4136,9.15127,6.32476,15.392,8.00814
LRRC3,9.39051,14.1318,16.2314,10.6503,10.8102,6.65547,10.5413,16.9312,20.0204
LRRC32,30.2583,26.4972,53.0225,573.475,257.042,91.5127,11.9468,9.23521,5.00509
LRRC34,35.4753,29.1469,14.0672,25.3968,33.6316,20.7983,18.2715,10.7744,15.0153
LRRC37A,19.8244,42.3955,5.41046,43.4203,1.20113,22.4622,71.6806,55.4112,40.0407
LRRC37A2,170.073,179.297,146.082,12.2888,145.337,36.6051,244.557,178.547,233.237
LRRC37A3,107.469,90.0903,96.3062,53.2513,124.918,52.4118,144.064,127.754,123.125
LRRC37A4P,257.717,204.911,209.926,104.864,245.03,115.639,196.067,207.792,197.2
LRRC37A6P,11.4773,11.4821,14.0672,1,2.40226,2.4958,4.2165,13.8528,11.0112
LRRC37B,77.2108,86.5574,55.1867,63.9015,61.2576,135.605,63.9503,75.4209,95.0967
LRRC37BP1,352.666,338.28,301.904,235.125,212.6,148.084,378.08,327.85,342.348
LRRC39,9.39051,10.5989,4.32837,5.73475,1.20113,3.32773,27.4073,23.088,27.0275
LRRC3B,1,1,1,1,1,1,11.9468,44.6368,14.0142
LRRC4,53.2129,43.2787,40.0374,1,9.60904,1,539.713,537.181,474.482
LRRC40,282.759,364.778,287.837,34.4085,68.4644,353.572,229.8,203.175,206.21
LRRC41,919.226,642.998,957.652,1260.01,601.766,1128.93,711.184,983.55,865.88
LRRC42,268.151,279.987,214.254,662.774,431.206,524.118,272.667,223.184,266.271
LRRC43,5.21695,1.76648,2.16418,11.4695,20.4192,3.32773,3.51375,1.5392,3.00305
LRRC45,51.1261,22.9642,60.5972,71.2748,24.0226,11.6471,44.976,129.293,76.0773
LRRC46,10.4339,6.18267,8.65674,18.8428,2.40226,6.65547,15.4605,6.1568,10.0102
LRRC47,287.976,255.256,299.74,601.33,260.645,348.58,290.939,330.928,343.349
LRRC48,30.2583,22.081,12.9851,6.554,4.80452,2.4958,13.3523,20.0096,16.0163
LRRC49,126.25,135.136,151.493,67.9978,115.308,319.463,120.873,113.901,137.139
LRRC4B,77.2108,11.4821,256.456,1,1,1,123.684,247.811,191.194
LRRC4C,44.8658,49.4614,53.0225,1,1,1,130.009,138.528,141.143
LRRC56,15.6508,7.06591,34.6269,17.2043,21.6203,6.65547,7.73026,12.3136,13.0132
LRRC57,131.467,173.998,101.717,102.406,174.164,93.1766,116.657,106.205,123.125
LRRC58,522.738,699.525,628.696,211.367,1352.47,375.202,505.981,551.034,518.527
LRRC59,948.441,1022.79,1072.35,2402.86,1537.45,1521.61,1073.8,1020.49,912.928
LRRC6,3.13017,8.83239,5.41046,26.216,7.20678,20.7983,9.13576,13.8528,15.0153
LRRC61,29.2149,6.18267,49.7762,36.8663,16.8158,34.1093,25.299,13.8528,28.0285
LRRC66,17.7376,28.2636,15.1493,18.0235,28.8271,4.9916,52.0036,21.5488,39.0397
LRRC7,3.13017,1.76648,1.08209,1,1,3.32773,27.4073,21.5488,20.0204
LRRC73,6.26034,2.64972,9.73883,23.7583,37.235,4.15967,3.51375,6.1568,6.00611
LRRC75A,22.9546,13.2486,21.6418,9.83101,20.4192,4.15967,74.4916,66.1856,58.059
LRRC75A-AS1,1855.15,1938.71,1737.84,10860,5130.03,4806.91,1331.01,1356.04,1469.49
LRRC75B,54.2563,26.4972,68.1718,66.3593,26.4249,15.8067,26.0018,21.5488,33.0336
LRRC8A,819.061,628.866,1100.49,545.621,446.82,262.891,1718.93,2758.25,2212.25
LRRC8B,178.42,193.429,186.12,4.9155,19.2181,14.1429,169.363,177.008,117.119
LRRC8C,34.4319,75.0753,62.7613,155.658,192.181,295.336,127.901,143.146,130.132
LRRC8D,390.228,461.934,443.658,239.221,411.988,706.312,392.838,354.016,302.307
LRRC8E,84.5146,61.8267,86.5674,115.514,87.6825,41.5967,74.4916,64.6464,89.0906
LRRCC1,207.635,318.849,234.814,41.7818,58.8554,102.328,236.827,155.459,147.15
LRRFIP1,353.709,420.422,332.202,791.396,1300.82,1067.37,529.171,440.212,473.481
LRRFIP2,401.705,506.096,325.71,1081.41,1010.15,1552.39,463.113,323.232,368.375
LRRIQ1,32.3451,25.6139,28.1344,1,9.60904,6.65547,10.5413,15.392,13.0132
LRRK1,7.30373,3.53295,1.08209,158.935,217.405,116.471,5.62201,7.69601,9.00916
LRRK2,14.6075,17.6648,11.903,22.939,90.0847,68.2186,1.4055,12.3136,5.00509
LRRN1,352.666,433.67,411.195,1.6385,1,4.9916,961.363,1032.8,824.839
LRRN2,22.9546,13.2486,44.3658,1,1,1,286.02,532.564,407.414
LRRN3,992.264,1298.36,1180.56,4.09625,8.40791,142.261,1236.14,989.706,1024.04
LRRN4CL,7.30373,8.83239,15.1493,401.433,231.818,145.588,80.1136,67.7248,59.06
LRRTM1,1,1,1,1,1,1,14.055,15.392,11.0112
LRRTM2,220.155,234.058,270.523,1.6385,10.8102,4.15967,206.609,220.106,223.227
LRRTM3,20.8678,7.94915,18.3956,1,1,1,179.201,166.234,145.148
LRRTM4,1.04339,1,1,1,1,1,23.1908,21.5488,30.0305
LRSAM1,188.854,124.537,229.404,122.888,67.2633,110.647,184.823,241.655,243.247
LRTOMT,128.337,112.171,93.0599,63.0823,116.51,22.4622,46.3816,40.0192,51.0519
LRWD1,117.903,75.0753,164.478,95.8523,25.2237,55.7396,112.44,146.224,135.137
LSAMP,837.842,903.553,1012.84,118.791,175.365,99.832,751.943,849.639,675.687
LSG1,345.362,364.778,298.657,304.761,479.251,453.404,382.999,320.154,336.342
LSM1,219.112,223.459,223.993,492.37,399.976,552.404,205.203,229.341,201.205
LSM10,207.635,129.836,191.53,576.752,176.566,210.479,155.308,198.557,174.177
LSM11,21.9112,21.1977,28.1344,13.108,21.6203,13.3109,15.4605,26.1664,16.0163
LSM12,368.317,404.523,354.926,785.661,468.441,825.278,372.458,341.703,374.381
LSM14A,1053.82,1127.9,961.98,655.4,926.071,962.547,1121.59,962.001,999.016
LSM14B,385.011,325.032,446.904,303.942,324.305,223.79,407.595,474.074,473.481
LSM2,236.849,231.409,189.366,765.18,529.698,198,158.822,126.214,176.179
LSM3,230.589,281.753,174.217,717.663,307.489,366.883,202.392,172.391,139.141
LSM4,486.22,513.162,496.68,1467.28,879.227,516.631,470.843,478.692,398.405
LSM5,243.11,295.002,203.433,554.633,303.886,330.278,234.016,135.45,189.192
LSM6,133.554,143.085,122.276,177.777,114.107,146.42,82.9246,69.264,72.0733
LSM7,113.729,123.653,104.963,420.275,75.6712,97.3362,83.6273,133.91,69.0702
LSM8,287.976,287.936,290.001,378.494,204.192,395.168,322.563,223.184,251.255
LSMEM1,4.17356,2.64972,3.24628,5.73475,1,7.4874,11.9468,4.6176,18.0183
LSR,3.13017,1,6.49255,27.8545,7.20678,4.9916,11.244,16.9312,2.00204
LSS,1996,1293.06,2422.8,4131.48,1720.02,724.614,1692.93,2547.38,1983.02
LTA4H,534.216,623.566,492.352,915.103,623.386,730.438,588.202,526.407,524.533
LTB4R,69.9071,39.7457,49.7762,39.324,20.4192,13.3109,47.7871,24.6272,49.0499
LTBP1,115.816,117.471,111.455,149.104,481.653,338.597,4572.8,4860.8,4600.68
LTBP2,862.883,632.399,964.144,3461.33,3169.78,367.715,1352.09,1626.94,1271.29
LTBP3,1152.95,516.695,1632.88,497.285,342.322,343.589,970.499,1462.24,1365.39
LTBP4,234.763,80.3747,398.21,273.63,215.002,50.748,57.6256,123.136,98.0997
LTBR,104.339,52.9943,120.112,1625.39,665.426,753.732,2.811,1.5392,1.00102
LTK,10.4339,7.06591,12.9851,25.3968,6.00565,4.9916,1.4055,1,2.00204
LTN1,304.67,498.147,362.501,59.8053,331.512,988.337,406.19,334.007,337.343
LTV1,175.289,221.693,152.575,248.233,290.673,534.933,287.425,213.949,227.231
LUC7L,399.618,332.098,298.657,500.562,182.572,174.706,602.96,498.701,525.534
LUC7L2,619.774,865.574,525.897,49.155,462.435,617.295,634.584,423.28,428.436
LUC7L3,1735.16,1731.15,1307.17,1083.87,1726.02,1240.41,2369.68,1857.82,1916.95
LUM,10.4339,6.18267,7.57465,6661.33,13632.8,14315.1,87.1411,67.7248,103.105
LURAP1,16.6942,9.71563,8.65674,25.3968,52.8497,19.9664,7.73026,12.3136,10.0102
LURAP1L,4.17356,16.7815,7.57465,146.646,159.75,663.051,10.5413,7.69601,22.0224
LUZP1,351.622,456.634,375.486,337.531,774.729,371.874,577.661,509.476,564.574
LUZP6,947.398,1305.43,1062.61,575.114,1035.37,1697.14,1020.39,898.893,898.914
LXN,7.30373,7.06591,6.49255,122.068,86.4813,108.151,17.5688,16.9312,17.0173
LY6E,393.358,204.911,440.412,6659.69,1947.03,5777.78,487.709,717.268,1365.39
LY6G5B,65.7336,38.8625,42.2016,66.3593,62.4588,14.1429,63.2476,61.568,65.0662
LY6G5C,20.8678,25.6139,10.8209,72.094,13.2124,14.1429,11.9468,6.1568,9.00916
LY6K,1.04339,1,1.08209,1279.67,462.435,40.7647,7.73026,10.7744,2.00204
LY75,2.08678,2.64972,1,4.9155,14.4136,19.1345,13.3523,7.69601,18.0183
LY75-CD302,1,1,2.16418,1,36.0339,1,2.10825,1,1
LY96,12.5207,13.2486,5.41046,312.954,200.589,242.093,7.73026,3.0784,9.00916
LYAR,70.9505,67.1261,57.3509,166.308,94.8893,194.672,63.9503,56.9504,63.0641
LYN,42.779,60.9435,41.1195,68.817,69.6655,198.832,86.4383,138.528,77.0784
LYNX1,161.725,90.9736,207.762,252.329,110.504,311.143,245.963,387.879,349.355
LYPD1,1477.44,1219.75,1310.41,43.4203,19.2181,10.8151,1931.86,1756.23,2017.05
LYPD6,66.7769,89.2071,75.7465,31.9508,33.6316,135.605,180.607,166.234,154.157
LYPD6B,1,1,1.08209,7.37325,1,39.1009,135.631,101.587,95.0967
LYPLA1,372.49,499.03,383.061,179.416,142.934,450.908,276.181,233.959,246.25
LYPLA2,105.382,47.6949,183.956,568.56,570.537,138.933,158.119,258.586,261.266
LYPLA2P2,20.8678,10.5989,34.6269,18.8428,12.0113,24.1261,23.1908,32.3232,26.0265
LYPLAL1,66.7769,65.3597,76.8285,139.273,61.2576,314.471,73.7888,55.4112,77.0784
LYRM1,132.511,164.282,114.702,284.28,169.359,509.143,107.521,89.2737,124.126
LYRM2,557.17,737.504,539.964,452.226,592.157,548.244,588.202,509.476,529.538
LYRM4,135.641,110.405,135.262,506.297,224.611,170.546,96.9796,100.048,125.127
LYRM5,238.936,249.073,242.389,91.756,38.4362,174.706,119.468,103.126,130.132
LYRM7,142.944,174.881,152.575,105.683,802.355,161.395,118.765,89.2737,117.119
LYRM9,13.5641,19.4313,24.8881,107.322,48.0452,54.0757,22.488,24.6272,25.0254
LYSMD1,125.207,105.105,113.62,65.54,40.8384,69.8824,82.2218,69.264,78.0794
LYSMD2,21.9112,28.2636,25.9702,38.5048,52.8497,79.8656,42.8678,36.9408,46.0468
LYSMD3,293.193,346.23,287.837,117.153,261.846,642.253,257.207,220.106,265.27
LYSMD4,36.5186,27.3804,25.9702,69.6363,79.2746,26.6219,69.5723,80.0385,63.0641
LYST,704.288,985.694,684.964,235.125,652.214,776.194,885.466,784.993,904.92
LZIC,118.946,154.567,95.2241,146.646,133.325,219.63,144.064,127.754,116.118
LZTFL1,181.55,242.891,181.791,136.815,279.863,309.479,105.413,106.205,135.137
LZTR1,519.608,249.957,693.621,605.426,235.421,272.042,481.384,855.796,706.719
LZTS1,1285.46,953.898,1759.48,12.2888,13.2124,35.7731,1593.14,2845.98,2005.04
LZTS2,317.19,125.42,444.74,1241.98,450.424,297.832,482.087,601.828,579.589
LZTS3,47.9959,26.4972,64.9255,55.709,4.80452,150.58,134.928,184.704,134.136
M6PR,1477.44,1648.12,1427.28,1478.75,1449.76,2097.3,1678.87,1471.48,1641.67
MAATS1,21.9112,19.4313,17.3135,1,1,1,35.1375,32.3232,32.0326
MAB21L1,6.26034,4.41619,5.41046,350.639,608.973,541.589,18.2715,12.3136,15.0153
MAB21L2,114.773,129.836,139.59,1,1,1,4.91926,6.1568,3.00305
MACF1,5142.87,6151.76,5249.23,1280.49,2678.52,3083.98,11292.5,11194.6,11163.3
MACROD1,22.9546,19.4313,19.4777,61.4438,60.0565,18.3025,14.7578,7.69601,9.00916
MACROD2,130.424,132.486,132.015,4.09625,16.8158,12.479,20.3798,9.23521,9.00916
MAD1L1,105.382,64.4764,123.359,261.341,136.929,141.429,116.657,160.077,134.136
MAD2L1,188.854,228.759,256.456,176.139,133.325,230.446,127.198,153.92,128.13
MAD2L1BP,205.548,183.714,199.105,346.543,133.325,348.58,183.418,160.077,167.17
MAD2L2,245.197,166.049,225.075,801.227,231.818,258.731,269.154,313.997,249.253
MADD,834.712,799.331,684.964,357.193,372.35,261.227,452.571,531.024,523.532
MAEA,285.889,249.073,390.635,326.062,165.756,246.252,321.86,464.839,391.398
MAF,503.957,513.162,535.636,312.954,264.249,46.5883,746.321,592.592,660.672
MAF1,521.695,407.173,545.374,1138.76,661.823,777.026,319.049,332.467,342.348
MAFB,1.04339,1,4.32837,38.5048,50.4475,1,112.44,149.303,127.129
MAFF,22.9546,20.3145,17.3135,393.24,186.175,499.16,52.7063,60.0288,89.0906
MAFG,556.127,489.314,646.009,464.515,362.741,656.396,461.005,629.533,679.691
MAFG-AS1,17.7376,21.1977,19.4777,138.453,246.232,24.958,13.3523,16.9312,24.0244
MAFK,33.3885,16.7815,68.1718,82.7443,32.4305,78.2018,40.7595,52.3328,74.0753
MAGEB17,111.643,79.4915,83.3211,1,1,1,8.43301,6.1568,6.00611
MAGED1,3733.25,3395.17,4276.43,7138.13,2928.35,2591.47,3300.82,4226.65,3571.63
MAGED2,2032.52,1810.64,2151.2,3162.31,1609.51,1638.08,1460.32,1988.65,1711.74
MAGED4,676.117,563.506,788.845,1355.86,576.542,167.219,1106.13,1388.36,1122.14
MAGED4B,689.681,449.568,802.912,1300.15,374.753,170.546,1127.21,1414.53,1144.16
MAGEE1,11.4773,10.5989,12.9851,8.1925,16.8158,13.3109,51.3008,66.1856,63.0641
MAGEE2,1,1,1,1,1,1,10.5413,13.8528,14.0142
MAGEF1,543.606,475.182,485.859,362.109,317.098,218.799,609.988,555.652,491.5
MAGEH1,224.329,242.891,304.068,379.313,257.042,157.235,153.902,167.773,127.129
MAGEL2,2.08678,1.76648,3.24628,4.9155,1,1,16.866,33.8624,23.0234
MAGI1,274.412,323.265,259.702,34.4085,164.555,131.446,387.918,429.437,326.332
MAGI2,291.106,274.687,319.217,54.0705,70.8667,85.6892,186.229,201.635,192.195
MAGI2-AS3,381.881,415.122,368.993,305.58,515.285,929.27,278.992,255.507,264.269
MAGI3,204.504,227.876,194.777,34.4085,128.521,69.0505,409.001,398.653,439.447
MAGOH,163.812,155.45,113.62,284.28,207.795,240.429,85.7356,78.4993,97.0987
MAGOH2,18.781,10.5989,11.903,32.77,9.60904,20.7983,12.6495,12.3136,5.00509
MAGOHB,45.9092,96.273,59.5151,200.716,190.98,266.219,52.7063,26.1664,51.0519
MAGT1,1415.88,1558.92,1452.17,666.87,1174.7,453.404,972.607,889.658,844.859
MAK16,127.294,163.399,114.702,181.054,207.795,569.875,200.987,138.528,176.179
MAL,17.7376,8.83239,7.57465,1,1,1.66387,257.91,281.674,395.402
MALAT1,3336.76,2715.08,1812.5,8447.29,55064.6,7626.34,10202.5,6992.59,7993.13
MALL,82.4278,75.0753,56.2688,220.378,111.705,54.0757,59.0311,67.7248,43.0438
MALSU1,53.2129,86.5574,50.8583,344.904,221.008,205.488,67.4641,58.4896,54.055
MALT1,1177.99,1620.74,1153.51,211.367,404.781,661.387,1483.51,957.383,1244.27
MAMDC2,102.252,139.552,100.635,25.3968,14.4136,775.362,85.0328,100.048,76.0773
MAMDC4,19.8244,6.18267,46.53,26.216,45.6429,6.65547,23.1908,44.6368,51.0519
MAML1,728.286,764.001,707.688,185.151,265.45,202.992,628.962,643.386,666.678
MAML2,833.668,1085.5,917.614,139.273,491.262,455.068,623.34,575.661,646.657
MAML3,227.459,201.378,246.717,31.9508,73.2689,22.4622,80.8163,96.9697,110.112
MAMLD1,91.8183,90.9736,98.4704,109.78,122.515,143.925,166.552,152.381,126.128
MAMSTR,4.17356,4.41619,7.57465,96.6716,60.0565,9.9832,4.91926,4.6176,6.00611
MAN1A1,461.178,587.354,505.337,296.569,715.873,271.21,600.852,463.3,342.348
MAN1A2,709.505,1161.46,998.771,145.827,572.939,498.328,307.102,437.133,350.356
MAN1B1,1059.04,659.779,1119.97,1987.5,1257.58,807.808,1120.18,1660.8,1383.41
MAN1B1-AS1,13.5641,15.0151,15.1493,44.2395,58.8554,14.9748,4.91926,10.7744,6.00611
MAN1C1,571.778,499.03,693.621,221.198,277.461,33.2773,236.827,369.408,170.173
MAN2A1,1783.15,2100.34,1684.82,734.048,1561.47,1648.06,1186.24,951.226,1080.1
MAN2A2,843.059,673.028,874.33,240.04,299.081,236.269,590.311,783.453,641.652
MAN2B1,927.574,569.689,1110.23,1031.44,1250.38,386.017,576.958,918.903,710.723
MAN2B2,346.405,219.926,499.927,727.494,546.514,295.336,489.817,818.855,576.586
MAN2C1,496.654,204.028,551.867,466.153,546.514,144.756,278.289,449.447,376.383
MANBA,334.928,379.793,302.986,534.971,378.356,336.101,461.005,377.104,434.442
MANBAL,285.889,247.307,353.844,1117.46,402.378,490.009,350.673,386.339,338.344
MANEA,393.358,489.314,431.755,29.493,171.762,241.261,281.803,244.733,265.27
MANEAL,19.8244,19.4313,33.5449,18.8428,15.6147,14.9748,37.2458,70.8033,42.0427
MANF,675.073,741.037,653.584,1496.77,1143.48,682.186,782.864,592.592,568.578
MANSC1,174.246,140.435,164.478,57.3475,61.2576,97.3362,105.413,130.832,125.127
MAOA,38.6054,47.6949,35.709,19.662,12.0113,29.9496,99.7906,106.205,73.0743
MAOB,7.30373,6.18267,2.16418,1,1,1,25.299,36.9408,39.0397
MAP10,65.7336,89.2071,60.5972,16.385,20.4192,37.437,54.1118,41.5584,61.0621
MAP1A,2509.35,2704.48,2776.65,4397.74,3444.84,1018.29,3272.71,4063.49,3688.75
MAP1B,6384.5,8396.07,6995.73,2243.93,5312.6,3668.83,10896.9,10323.4,9980.15
MAP1LC3A,54.2563,22.081,75.7465,218.74,118.912,72.3782,54.8146,112.362,87.0885
MAP1LC3B,1029.83,1121.71,915.45,1679.46,1392.11,2644.72,803.947,751.13,820.835
MAP1LC3B2,114.773,128.07,136.344,145.827,157.348,427.614,79.4108,104.666,125.127
MAP1LC3C,1,1,1.08209,1,4.80452,1,11.9468,16.9312,12.0122
MAP1S,56.343,28.2636,127.687,57.3475,39.6373,43.2605,76.5998,90.8129,100.102
MAP2,1090.34,1455.58,1345.04,16.385,32.4305,477.53,2047.82,2244.16,2098.13
MAP2K1,403.792,463.7,409.031,239.221,309.892,430.11,537.604,455.604,495.504
MAP2K2,247.283,160.749,298.657,838.093,496.067,485.849,289.533,430.976,348.354
MAP2K3,107.469,63.5932,135.262,1124.83,620.984,368.547,194.662,249.351,226.23
MAP2K4,282.759,353.295,265.113,174.5,240.226,585.681,445.544,349.399,361.367
MAP2K4P1,8.34712,7.06591,10.8209,3.277,12.0113,24.1261,5.62201,9.23521,6.00611
MAP2K5,118.946,159.866,122.276,166.308,123.716,95.6724,250.882,195.479,217.221
MAP2K6,58.4298,75.0753,59.5151,26.216,22.8215,128.118,64.6531,49.2544,73.0743
MAP2K7,133.554,53.8776,215.336,222.017,90.0847,113.143,132.117,204.714,195.198
MAP3K1,142.944,186.363,136.344,33.5893,139.331,248.748,521.441,466.378,470.478
MAP3K10,12.5207,7.06591,35.709,24.5775,19.2181,36.6051,56.9228,93.8913,82.0835
MAP3K11,150.248,90.0903,238.06,290.015,233.019,91.5127,226.286,267.821,284.289
MAP3K12,576.995,400.107,558.36,335.073,196.985,129.782,422.353,501.78,497.506
MAP3K13,233.719,236.708,194.777,167.946,239.025,188.849,231.205,213.949,245.249
MAP3K14,131.467,101.572,185.038,181.874,154.946,72.3782,167.957,309.379,281.286
MAP3K2,503.957,680.094,488.024,199.078,635.398,681.354,518.63,452.525,514.523
MAP3K3,198.244,151.034,186.12,354.735,323.104,282.857,221.366,304.762,205.209
MAP3K4,953.658,1028.09,760.711,265.437,407.183,223.79,625.448,538.72,550.56
MAP3K5,243.11,321.499,177.463,152.381,273.858,130.614,151.091,124.675,125.127
MAP3K6,174.246,101.572,209.926,466.973,192.181,106.488,127.198,152.381,142.145
MAP3K7,520.652,662.429,442.576,345.724,577.743,861.883,686.588,534.103,623.634
MAP3K7CL,56.343,54.7608,24.8881,86.0213,104.498,163.891,7.02751,3.0784,5.00509
MAP3K8,77.2108,60.9435,33.5449,39.324,58.8554,39.1009,139.847,150.842,141.143
MAP3K9,26.0847,33.5631,27.0523,1,8.40791,20.7983,252.99,283.213,275.28
MAP4,3092.61,3320.98,3606.61,5187.49,3771.55,3153.03,5049.97,5925.92,5438.53
MAP4K2,117.903,69.7759,154.739,163.031,49.2463,99.0001,99.7906,167.773,124.126
MAP4K3,373.534,460.167,336.531,101.587,178.968,1069.03,488.412,412.506,473.481
MAP4K4,5586.31,6817.72,5571.69,3081.2,4306.05,2403.46,4203.15,3895.72,3394.45
MAP4K5,427.79,538.776,433.919,303.123,630.593,1063.21,803.947,654.16,698.71
MAP6,25.0414,26.4972,37.8732,115.514,123.716,43.2605,413.92,492.544,330.336
MAP6D1,15.6508,22.081,17.3135,36.8663,28.8271,17.4706,21.7853,30.784,14.0142
MAP7,734.546,688.926,789.927,24.5775,10.8102,29.1177,41.4623,29.2448,46.0468
MAP7D1,1021.48,748.986,1103.73,2190.68,729.086,836.925,1355.61,1494.56,1347.37
MAP7D2,6.26034,5.29943,9.73883,1.6385,1,9.15127,28.8128,21.5488,21.0214
MAP7D3,114.773,135.136,127.687,321.965,468.441,425.95,192.554,138.528,146.149
MAP9,348.492,491.081,397.128,164.669,302.685,434.269,312.724,315.536,362.368
MAPK1,1597.43,2081.79,1907.73,651.304,1335.66,1544.07,1699.95,1807.02,1630.66
MAPK10,224.329,191.663,213.172,10.6503,44.4418,19.9664,112.44,107.744,88.0896
MAPK11,256.674,113.055,272.687,349.001,393.971,84.8572,209.42,289.37,285.29
